###nvmain stats
######===============
i0.defaultMemory.channel1.FRFCFS.measuredQueueLatencies 2406
i0.defaultMemory.channel1.FRFCFS.measuredTotalLatencies 2406
i0.defaultMemory.channel1.FRFCFS.write_pauses 0
i0.defaultMemory.channel1.FRFCFS.simulation_cycles 1751130
i0.defaultMemory.channel1.FRFCFS.wakeupCount 0
i0.defaultMemory.channel1.FRFCFS.row_buffer_hits 1475
i0.defaultMemory.channel1.FRFCFS.row_buffer_miss 931
i0.defaultMemory.totalReadRequests 4297
i0.defaultMemory.totalWriteRequests 467
i0.defaultMemory.successfulPrefetches 0
i0.defaultMemory.unsuccessfulPrefetches 0
*** MARSS: total read time : 4297
*** MARSS: total write time: 467
===========
